tconst	Title	startYear	genres1	leading_role	second_role	third_role	leading_director	poster_path
tt0070224	L'invitation	1973	Comedy	Jean-Luc Bideau	Jean Champion	Corinne Coderey	Claude Goretta	/o3M1LrjEIJ5M0sLN7K6wnYTNjCv.jpg
tt0070233	Ivan Vassilievitch change de profession	1973	Adventure	Yuriy Yakovlev	Leonid Kuravlyov	Aleksandr Demyanenko	Leonid Gaidai	/6f7vhvnma8sbO6821ShE5ViA3r8.jpg
tt0070238	Jeremy	1973	Drama	Robby Benson	"""Glynnis OConnor"""	Len Bari	Arthur Barron	/13GCcDh0Dxm3rXW8ho0zXX2mmke.jpg
tt0070239	Jesus Christ Superstar	1973	Drama	Ted Neeley	Carl Anderson	Yvonne Elliman	Norman Jewison	/2NQgIjHxYyMJZWeUFH5cuKhN4nh.jpg
tt0070244	Combat sans honneur 3: Guerre par procuration	1973	Action	Bunta Sugawara	Akira Kobayashi	Tsunehiko Watase	Kinji Fukasaku	/9Ucid2Y7CHfZpS3z15SAOdx5eI7.jpg
tt0070245	Qui sera le boss à Hiroshima?	1973	Action	Bunta Sugawara	"""Shinichi Chiba"""	Meiko Kaji	Kinji Fukasaku	/5rhcljWjsUg6O2LtiN1HiB5HBv8.jpg
tt0070246	Combat sans code d'honneur	1973	Crime	Bunta Sugawara	Hiroki Matsukata	Kunie Tanaka	Kinji Fukasaku	/qQmEEj5B3bTQI8Dq8u4zq80Z7JL.jpg
tt0070262	L'obier rouge	1974	Drama	Lidiya Fedoseeva-Shukshina	Vasiliy Shukshin	Ivan Ryzhov	Vasiliy Shukshin	/AcqQlRYPiGCVPALF4V3xa1OhAa0.jpg
tt0070263	Kamouraska	1973	Drama	Geneviève Bujold	Richard Jordan	Marcel Cuvelier	Claude Jutra	/jAmwQEfb6ZHMkDBgJdpgmIVLYEf.jpg
tt0070290	La dernière corvée	1973	Comedy	Jack Nicholson	Randy Quaid	Otis Young	Hal Ashby	/zQoNkO99qfaBjh5aoA0pKau1prp.jpg
tt0070291	Les Invitations dangereuses	1973	Crime	Richard Benjamin	James Coburn	James Mason	Herbert Ross	/bDPoCBb4mBudYSC4201aHrBZsSg.jpg
tt0070326	La petite sirène	1975	Adventure	Fumie Kashiyama	Mariko Miyagi	Tarô Shigaki	Tomoharu Katsumata	/hPuRx5wxlWixvAxy55EhDbmJGTs.jpg
tt0070334	Le Privé	1973	Comedy	Elliott Gould	Nina van Pallandt	Sterling Hayden	Robert Altman	/oBhUK54yBJ0aH6u9zCzSV5iV7OP.jpg
tt0070354	Le magnifique	1973	Action	Jean-Paul Belmondo	Jacqueline Bisset	Vittorio Caprioli	Philippe de Broca	/uIGYrhZY3DOXNJAoWQHSiqs9W7S.jpg
tt0070355	Magnum Force	1973	Action	Clint Eastwood	Hal Holbrook	Mitchell Ryan	Ted Post	/cmQuj67qbijnC9dAQZf8x4X1KEr.jpg
tt0070356	Mais où est donc passée la 7ème compagnie ?	1973	Action	Jean Lefebvre	Pierre Mondy	Aldo Maccione	Robert Lamoureux	/clSsWDMsUJ49ptNkhJ0yLWyPXlU.jpg
tt0070359	La maman et la putain	1973	Drama	Bernadette Lafont	Jean-Pierre Léaud	Françoise Lebrun	Jean Eustache	/yAZIYAq75aqIHc8hxG33TaMszTH.jpg
tt0070379	Mean streets - les rues chaudes	1973	Crime	Robert De Niro	Harvey Keitel	David Proval	Martin Scorsese	/9msfwOeGc9uL1iRRTBdEf15XonC.jpg
tt0070411	La mort d'un bûcheron	1973	Drama	Carole Laure	Willie Lamothe	Daniel Pilon	Gilles Carle	/xORPmV8Yf7EdlI3q8COxI3WFwjr.jpg
tt0070424	Ceux de chez moi	1973	Biography	Stephen Archibald	Hughie Restorick	Jean Taylor Smith	Bill Douglas	/nx5t1rvMZbECfwgknOdJLCTfj5C.jpg
tt0070453	Les noces rouges	1973	Crime	Stéphane Audran	Michel Piccoli	Claude Piéplu	Claude Chabrol	/1BAC8HGlfSfZobuN3WGzjaieZDt.jpg
tt0070460	La nuit américaine	1973	Comedy	Jacqueline Bisset	Jean-Pierre Léaud	François Truffaut	François Truffaut	/vUNdp6wRA7177aww0MPvocnu4xf.jpg
tt0070464	Le Meilleur des mondes possible !	1973	Comedy	Malcolm McDowell	Ralph Richardson	Rachel Roberts	Lindsay Anderson	/2xlzrpQF76OCgcKpQZvP6WtlpJy.jpg
tt0070468	The Offence	1973	Crime	Sean Connery	Trevor Howard	Vivien Merchant	Sidney Lumet	/cmuvg6tGCKayTFidJgg1iYhrOop.jpg
tt0070506	Pain et chocolat	1974	Comedy	Nino Manfredi	Anna Karina	Paolo Turco	Franco Brusati	/24D3e6xBPEvqlFoq4tSMVqVQ3TO.jpg
tt0070509	La chasse aux diplômes	1973	Comedy	Timothy Bottoms	Lindsay Wagner	John Houseman	James Bridges	/xqdGdasqPEV1mtWGIA1x8mrWOAe.jpg
tt0070510	La barbe à papa	1973	Comedy	"""Ryan ONeal"""	"""Tatum ONeal"""	Madeline Kahn	Peter Bogdanovich	/3GHG0kTcBWHKdXjj3RdK8GjBCd6.jpg
tt0070511	Papillon	1973	Biography	Steve McQueen	Dustin Hoffman	Victor Jory	Franklin J. Schaffner	/356oqQpug682OERsWV0bGZ0YxwQ.jpg
tt0070518	Pat Garrett et Billy le Kid	1973	Biography	James Coburn	Kris Kristofferson	Richard Jaeckel	Sam Peckinpah	/vRDvPypWsjGs7spo7G5bz1cSacC.jpg
tt0070544	La Planète sauvage	1973	Animation	Barry Bostwick	Jennifer Drake	Eric Baugin	René Laloux	/prq0j1S0K07UjwLZLF6oMGflRUI.jpg
tt0070552	Le témoin à abattre	1973	Crime	Franco Nero	Fernando Rey	James Whitmore	Enzo G. Castellari	/95u6qu9THSIdxY6UcEOXRntO0YV.jpg
tt0070557	Recherché, recherchée	1973	Comedy	Wojciech Pokora	Jolanta Bohdal	Mieczyslaw Czechowicz	Stanislaw Bareja	/75W55GxVdEoGXKK7n9l63WUttE5.jpg
tt0070568	La propriété, c'est plus le vol	1973	Comedy	Ugo Tognazzi	Flavio Bucci	Daria Nicolodi	Elio Petri	/wf8G6AT2nV87sozQ5aE5NmfxCfH.jpg
tt0070608	Robin des Bois	1973	Adventure	Brian Bedford	Phil Harris	Roger Miller	Wolfgang Reitherman	/alcY9jZBgKw9OB7hiPYVNvh03Sb.jpg
tt0070628	La Clepsydre	1973	Drama	Jan Nowicki	Tadeusz Kondrat	Irena Orska	Wojciech Has	/wV6LsDuRHPGbQqRsaAAu3xHgflW.jpg
tt0070640	Sauvez le tigre	1973	Drama	Jack Lemmon	Jack Gilford	Laurie Heineman	John G. Avildsen	/zPSKNhUaAPAmaLvpG9bhMWAdLcu.jpg
tt0070641	Viol en première page	1972	Drama	Gian Maria Volontè	Fabio Garriba	Carla Tatò	Marco Bellocchio	/i6DOgiMST80RvrICsDQf7hkZifH.jpg
tt0070643	L'épouvantail	1973	Drama	Gene Hackman	Al Pacino	Dorothy Tristan	Jerry Schatzberg	/pwAbwfxCyM1ic3aBPYDxRL7D5cz.jpg
tt0070666	Serpico	1973	Biography	Al Pacino	John Randolph	Jack Kehoe	Sidney Lumet	/c7fENg2o6SBBtL3z4V9xTAnEoDJ.jpg
tt0070698	Soeurs de sang	1972	Horror	Margot Kidder	Jennifer Salt	Charles Durning	Brian De Palma	/hqxzpgJse54AcX1Mt1c6raXS290.jpg
tt0070707	Woody et les robots	1973	Comedy	Woody Allen	Diane Keaton	John Beck	Woody Allen	/YTYSziZZP5aXt5CDvdEMwKDzme.jpg
tt0070723	Soleil vert	1973	Crime	Charlton Heston	Edward G. Robinson	Leigh Taylor-Young	Richard Fleischer	/5nbkShkOEXUoKVhaX0XG41wyBkq.jpg
tt0070726	Notre agent de Harlem	1973	Action	Lawrence Cook	Janet League	Paula Kelly	Ivan Dixon	/bDpkeVZq66vvPQuOCYW2n3DD9Rp.jpg
tt0070735	L'Arnaque	1973	Comedy	Paul Newman	Robert Redford	Robert Shaw	George Roy Hill	/ckmYng37zey8INYf6d10cVgIG93.jpg
tt0070766	Expérience	1973	Drama	Hossein Yarmohammadi	Andre Govalovish	Parviz Naderi	Abbas Kiarostami	/6PBCpaoOphrgPl7KqKfKnPDViKJ.jpg
tt0070791	Théâtre de sang	1973	Comedy	Vincent Price	Diana Rigg	Ian Hendry	Douglas Hickox	/lv02OmXxaRkDIGNcPxdITUddOO6.jpg
tt0070800	La main de fer	1972	Action	Lo Lieh	Ping Wang	Hsiung Chao	Chang-hwa Jeong	/iAEd4aorPPLwbMNTYsQXLelHclo.jpg
tt0070809	Une rivière nommée Titash	1973	Drama	Rosy Samad	Kabori Sarwar	Rawshan Zamil	Ritwik Ghatak	/hB7DdigTp94RBYjJOLC244lRoc9.jpg
tt0070820	Le voyage de la Hyène	1973	Drama	Magaye Niang	Myriam Niang	Christoph Colomb	Djibril Diop Mambéty	/oOcWg9SNOWglUtBtB9EeScXO3zt.jpg
tt0070826	Le train	1973	Drama	Jean-Louis Trintignant	Romy Schneider	Maurice Biraud	Pierre Granier-Deferre	/mcro7TF69faZbXE9TCEFvknJQpj.jpg
tt0070832	Trois noisettes pour Cendrillon	1973	Adventure	Libuse Safránková	Pavel Trávnícek	Carola Braunbock	Václav Vorlícek	/rxsZrGh2sS2axwSN9T7SL1aznhH.jpg
tt0070842	Turkish délices	1973	Drama	Monique van de Ven	Rutger Hauer	Tonny Huurdeman	Paul Verhoeven	/5ipKZskwefbnLdhRUCtfRjA9GMz.jpg
tt0070861	Seuls les vieux vont au combat	1974	Comedy	Leonid Bykov	Sergey Podgornyy	Sergei Ivanov	Leonid Bykov	/4TE8gM826e1OU62AErJ5LS4F1os.jpg
tt0070895	Justice sauvage	1973	Action	Joe Don Baker	Elizabeth Hartman	Leif Garrett	Phil Karlson	/dG5lP5vbbRnnrzhk9Za7pT1cwzu.jpg
tt0070903	Nos plus belles années	1973	Drama	Barbra Streisand	Robert Redford	Bradford Dillman	Sydney Pollack	/p2R8CjUEsjJ3hYi5omQXK24Nyj2.jpg
tt0070909	Mondwest	1973	Action	Yul Brynner	Richard Benjamin	James Brolin	Michael Crichton	/qNt29HzxwZ4jGTgSRxdA34ino9Q.jpg
tt0070917	The Wicker Man	1973	Horror	Edward Woodward	Christopher Lee	Diane Cilento	Robin Hardy	/wwtrXRL8SiOWxhwLEvw7iBgYh0g.jpg
tt0070942	L'Auberge du printemps	1973	Action	Li Hua Li	Roy Chiao	Feng Hsu	King Hu	/uk1r6yciqXDoynFvxu7ka17qAuu.jpg
tt0070959	État de siège	1972	Crime	Yves Montand	Renato Salvatori	O.E. Hasse	Costa-Gavras	/yEH5yjGFgcEmS36XhFzIblQF0fJ.jpg
tt0071115	Alice n'est plus ici	1974	Drama	Ellen Burstyn	Kris Kristofferson	Mia Bendixsen	Martin Scorsese	/mFSZA1wIAjYEB2APG4xqVu1QcCk.jpg
tt0071129	Amarcord	1973	Comedy	Magali Noël	Bruno Zanin	Pupella Maggio	Federico Fellini	/s6e5B6ty6xjLUjCgephOVjnpFnR.jpg
tt0071141	Tous les autres s'appellent Ali	1974	Drama	Brigitte Mira	El Hedi ben Salem	Barbara Valentin	Rainer Werner Fassbinder	/2dIkTSgrt4CvewAL4EWTraNAan1.jpg
tt0071159	L'ami	1974	Drama	Yilmaz Güney	Kerim Afsar	Melike Demirag	Yilmaz Güney	/6WxSatDacXgOWsVtkYCc8y4fVB9.jpg
tt0071203	Belladonna	1973	Animation	Aiko Nagayama	Chinatsu Nakayama	Masaya Takahashi	Eiichi Yamamoto	/lsgaGlGVIRXLj9xRqPQgzvlcffP.jpg
tt0071222	Un Noël tragique	1974	Horror	Olivia Hussey	Keir Dullea	Margot Kidder	Bob Clark	/qqO98sdPgptFgCua3Z4uZDuPcmP.jpg
tt0071230	Le shérif est en prison	1974	Comedy	Cleavon Little	Gene Wilder	Slim Pickens	Mel Brooks	/nb1MLEOXVFBKTM4J9GLoksqgDBk.jpg
tt0071249	Apportez-moi la tête d'Alfredo Garcia	1974	Action	Warren Oates	Isela Vega	Robert Webber	Sam Peckinpah	/gRWVf3InNlIlFT3WB9MnFdOwcYQ.jpg
tt0071258	Buster and Billie	1974	Crime	Jan-Michael Vincent	Joan Goodfellow	Pamela Sue Martin	Daniel Petrie	/oklUnizdClWkMWvaq6UBtKL9eFG.jpg
tt0071269	Les flambeurs	1974	Comedy	George Segal	Elliott Gould	Ann Prentiss	Robert Altman	/gTwTozw3C7bALqBKqMkZFCwK4Bt.jpg
tt0071275	Les chiens enragés	1974	Crime	Lea Lander	George Eastman	Riccardo Cucciolla	Mario Bava	/a8dvGmzPGm8sciL4RmStzZpYKDa.jpg
tt0071315	Chinatown	1974	Drama	Jack Nicholson	Faye Dunaway	John Huston	Roman Polanski	/mQJz8J4naOA7RmCtypTPjgXZIMY.jpg
tt0071324	Pirates et Guerriers	1974	Action	Feng Hsu	Ying Bai	Roy Chiao	King Hu	/l9lIcF8ZED5oqliPtAyyH981i9f.jpg
tt0071334	Claudine	1974	Comedy	Diahann Carroll	James Earl Jones	Lawrence Hilton-Jacobs	John Berry	/9mLM4Vx0L5kjaHPFXSe3ZgBEBCx.jpg
tt0071358	Conrack	1974	Drama	Jon Voight	Paul Winfield	Madge Sinclair	Martin Ritt	/wiP6lRKlF4jngcH4yQZINWqqaUh.jpg
tt0071360	Conversation secrète	1974	Drama	Gene Hackman	John Cazale	Allen Garfield	Francis Ford Coppola	/9LGN30PhmzAZhDc23yFBZAHtNST.jpg
tt0071381	Phantom Ladies Over Paris	1974	Comedy	Juliet Berto	Dominique Labourier	Bulle Ogier	Jacques Rivette	/k5mxWTtahpqDDqwUbxsyYiKzTaf.jpg
tt0071402	Un justicier dans la ville	1974	Action	Charles Bronson	Hope Lange	Vincent Gardenia	Michael Winner	/rNksI6UiuTgLtBy69WvKT1PrG0R.jpg
tt0071404	Un vrai crime d'amour	1974	Drama	Giuliano Gemma	Stefania Sandrelli	Brizio Montinaro	Luigi Comencini	/lFORuot3a6krZMS449s958xA1k1.jpg
tt0071406	Cache-cache pastoral	1974	Drama	Kaoru Yachigusa	Keiko Niitaka	Masumi Harukawa	Shûji Terayama	/ttWhroijTMTc81SvyqtSYWEbrYV.jpg
tt0071411	Dersou Ouzala	1975	Adventure	Maksim Munzuk	Yuriy Solomin	Mikhail Bychkov	Akira Kurosawa	/8r3TrVfbPyCIPHKm82EufPqlnIC.jpg
tt0071449	Dupont Lajoie	1975	Drama	Jean Carmet	Pierre Tornade	Jean Bouise	Yves Boisset	/t2R5tweJKJY4IdurFJ7Yf2v5iws.jpg
tt0071458	Effi Briest	1974	Drama	Hanna Schygulla	Wolfgang Schenck	Ulli Lommel	Rainer Werner Fassbinder	/lGsZvgJ7GbCN2bNTFLXASFlMk7b.jpg
tt0071483	Faux mouvement	1975	Drama	Rüdiger Vogler	Hanna Schygulla	Hans Christian Blech	Wim Wenders	/mXdpTmRMPZyZQKWcY7GA8M2gaae.jpg
tt0071486	Fantozzi	1975	Comedy	Paolo Villaggio	Anna Mazzamauro	Gigi Reder	Luciano Salce	/7RUzOGm3juTEFLcpk91r5NvhcyN.jpg
tt0071487	Le fantôme de la liberté	1974	Comedy	Jean-Claude Brialy	Adolfo Celi	Michel Piccoli	Luis Buñuel	/f6cON5ebistPm6AS1XcZZMmKpIi.jpg
tt0071524	Spéciale première	1974	Comedy	Jack Lemmon	Walter Matthau	Susan Sarandon	Billy Wilder	/3kUbSnIq5k28eobX9HxSVldmJub.jpg
tt0071532	Le flambeur	1974	Crime	James Caan	Paul Sorvino	Lauren Hutton	Karel Reisz	/wyZyUHOm14wmStWnuBjflOkzajt.jpg
tt0071562	Le Parrain, 2ᵉ partie	1974	Crime	Al Pacino	Robert De Niro	Robert Duvall	Francis Ford Coppola	/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
tt0071585	Violence et Passion	1974	Drama	Burt Lancaster	Helmut Berger	Silvana Mangano	Luchino Visconti	/vLFdB2MsgAH7UCVb60EzLTjIoqN.jpg
tt0071587	La gueule ouverte	1974	Drama	Nathalie Baye	Hubert Deschamps	Philippe Léotard	Maurice Pialat	/jNHkf2ar7EHBEAbiFje1U0mIMPa.jpg
tt0071598	Harry et Tonto	1974	Adventure	Art Carney	Ellen Burstyn	René Enríquez	Paul Mazursky	/69e3FajzDJ9bJsgxMAUrM9fGZgL.jpg
tt0071615	La montagne sacrée	1973	Adventure	Alejandro Jodorowsky	Horacio Salinas	Zamira Saunders	Alejandro Jodorowsky	/bvuWgH7MGYHBBdNeZcFDDA8vjYY.jpg
tt0071622	L'horloger de Saint-Paul	1974	Crime	Philippe Noiret	Jean Rochefort	Jacques Denis	Bertrand Tavernier	/dmswSI4RZ27MmYQFr5SMddxGdKf.jpg
tt0071687	Comment noyer le docteur Mracek ou La Fin des ondins en Bohème	1975	Comedy	Jaromír Hanzlík	Libuse Safránková	Frantisek Filipovský	Václav Vorlícek	/99paPIlZEXzhlV8Vje0vmy64g7N.jpg
tt0071688	Jacob le menteur	1974	Comedy	Vlastimil Brodský	Erwin Geschonneck	Henry Hübchen	Frank Beyer	/mT4DFHyanpXb3Ykd8M1Z9auyegL.jpg
tt0071691	L'énigme de Kaspar Hauser	1974	Biography	Bruno S.	Walter Ladengast	Brigitte Mira	Werner Herzog	/z1rBBE8NWociDQClr8y6Onv1X62.jpg
tt0071695	Baby Cart: Le paradis blanc de l'enfer	1974	Action	Tomisaburô Wakayama	Akihiro Tomikawa	Junko Hitomi	Yoshiyuki Kuroda	/zRBOXoQDvcApwVWyY80G813qzHd.jpg
tt0071696	Combat sans honneur 4: Opération au sommet	1974	Action	Bunta Sugawara	Akira Kobayashi	Tatsuo Umemiya	Kinji Fukasaku	/7OoYtWIZWxzjM6RQ4lvotgFJkb9.jpg
tt0071733	Lacombe Lucien	1974	Drama	Pierre Blaise	Aurore Clément	Holger Löwenadler	Louis Malle	/gHlorDyJrigxzcuZaQ5p4mseAPC.jpg
tt0071737	Lancelot du Lac	1974	Drama	Luc Simon	Laura Duke Condominas	Humbert Balsan	Robert Bresson	/hRZP0xfjo1ZS1nFl3JdiaUMXMnL.jpg
tt0071746	Lenny	1974	Biography	Dustin Hoffman	Valerie Perrine	Jan Miner	Bob Fosse	/Avhk4pGdz3YQrzqLU65icjnE6vn.jpg
tt0071771	Plein la gueule	1974	Comedy	Burt Reynolds	Eddie Albert	Ed Lauter	Robert Aldrich	/fejSpoFU4sq2g6n1JA2NY3KjRxW.jpg
tt0071786	La terre de nos ancêtres	1973	Drama	Maritta Viitamäki	Pauli Jauhojärvi	Aimo Saukko	Rauni Mollberg	/pjkVP9Av6qw1o6oL1LYDb2plyGl.jpg
tt0071797	Mahler	1974	Biography	Robert Powell	Georgina Hale	Lee Montague	Ken Russell	/9wEOTpjm3yxhva4OFlVMiwuslTt.jpg
tt0071800	Majboor	1974	Drama	Amitabh Bachchan	Parveen Babi	Pran Sikand	Ravi Tandon	/nxPN35z12oFvINotxEDZXQNOASb.jpg
tt0071833	Mes petites amoureuses	1974	Drama	Martin Loeb	Jacqueline Dufranne	Jacques Romain	Jean Eustache	/nueQTPSsCorjhKYavTuUDCruhGG.jpg
tt0071840	La rançon de la peur	1974	Crime	Tomas Milian	Henry Silva	Laura Belli	Umberto Lenzi	/geAc9xON27Ppb8N6bJBitUn3Oru.jpg
tt0071853	Monty Python : Sacré Graal !	1975	Adventure	Graham Chapman	John Cleese	Eric Idle	Terry Gilliam	/xZ0rC0kuIsjk6RncpNK73kwstEP.jpg
tt0071859	Le passager	1974	Drama	Masud Zandbegleh	Hassan Darabi	Mostafa Tari	Abbas Kiarostami	/fqt69D09JDTpuIwfXpH4TD5BRrL.jpg
tt0071877	Le crime de l'Orient-Express	1974	Crime	Albert Finney	Lauren Bacall	Ingrid Bergman	Sidney Lumet	/6tHXXo9kciCKGp3kF0ffY9mjuOA.jpg
tt0071899	Les immortels	1974	Action	Amza Pellea	Ion Besoiu	Ilarion Ciobanu	Sergiu Nicolaescu	/5awbjX80bWvrQuugPs8x2qdFhK1.jpg
tt0071935	Le dossier Odessa	1974	Drama	Jon Voight	Maximilian Schell	Maria Schell	Ronald Neame	/j8uFsP2PxDMN3bdo5Ve6fYj0ebN.jpg
tt0071949	Les Ordres	1974	Drama	Hélène Loiselle	Jean Lapointe	Guy Provost	Michel Brault	/yzoAUXQckxDC3OlHTq7rFE4fBbx.jpg
tt0071960	Echec à l'organisation	1973	Crime	Robert Duvall	Karen Black	Joe Don Baker	John Flynn	/qDcSuyvNeiDa9C1ghenDTGygsIK.jpg
tt0071970	À cause d'un assassinat	1974	Drama	Warren Beatty	Paula Prentiss	William Daniels	Alan J. Pakula	/5ClPRox438lwK2Eze7X5xySDaYC.jpg
tt0071994	Le Fantôme du Paradis	1974	Comedy	Paul Williams	William Finley	Jessica Harper	Brian De Palma	/AkS1Pg1bUKMzfhItnoMscLY3RJn.jpg
tt0072007	La lame infernale	1974	Action	Giovanna Ralli	Claudio Cassinelli	Mario Adorf	Massimo Dallamano	/4X9YrUiZxr94PBM2Ww3FDbjsvMS.jpg
tt0072021	Plus fort que la tempête	1974	Adventure	Daniel Olbrychski	Malgorzata Braunek	Tadeusz Lomnicki	Jerzy Hoffman	/vCariYegIocnhtwOegdRMByCQUB.jpg
tt0072030	La cousine Angélique	1974	Drama	José Luis López Vázquez	Lina Canalejas	Fernando Delgado	Carlos Saura	/pJdOWXaKMl5EjYyBig2hpf9lOfG.jpg
tt0072037	Parfum de femme	1974	Comedy	Vittorio Gassman	Alessandro Momo	Agostina Belli	Dino Risi	/wEJotKZDpdHiWLQ463vqh7qA4Sz.jpg
tt0072053	Que la fete commence	1975	Drama	Philippe Noiret	Jean Rochefort	Jean-Pierre Marielle	Bertrand Tavernier	/izbVgRk75HoAsTDxhF8o9g8cYmM.jpg
tt0072081	Le Retour de la panthère rose	1975	Comedy	Peter Sellers	Christopher Plummer	Catherine Schell	Blake Edwards	/uQMIicFrH3r3jePOoYHwts4oaC3.jpg
tt0072097	Romances et confidences	1974	Comedy	Ugo Tognazzi	Ornella Muti	Michele Placido	Mario Monicelli	/e6dS90vxw7zSyCtiheCsAA8AgJA.jpg
tt0072117	Harmonica	1974	Drama	Masoud Gudarzi	Mehdi Javadi	Shahla Darvishi	Amir Naderi	/8wqUEoA8WAwT3GotO4ugbeFLMQG.jpg
tt0072208	Cent Jours après l'enfance	1975	Drama	Boris Tokarev	Tatyana Drubich	Irina Malysheva	Sergey Solovyov	/9WWhhLOMUb4h5dlmS2pl10Eej5j.jpg
tt0072231	Le nôtre parmi les autres	1974	Action	Yuriy Bogatyryov	Anatoliy Solonitsyn	Sergey Shakurov	Nikita Mikhalkov	/3iEzUqcyqA6Kf418PfyXXFXF7RP.jpg
tt0072241	Pour Electre	1974	Drama	Mari Törőcsik	György Cserhalmi	József Madaras	Miklós Jancsó	/8dvDFx9R6KWtWEPeTZCq0DfMWbK.jpg
tt0072251	Les Pirates du métro	1974	Action	Walter Matthau	Robert Shaw	Martin Balsam	Joseph Sargent	/vNhywp9w1DVG6BytxKp4kjtaaGC.jpg
tt0072271	Massacre à la tronçonneuse	1974	Horror	Marilyn Burns	Edwin Neal	Allen Danziger	Tobe Hooper	/kvaLXaC4RX8KLYkJkWWJCyMsEw3.jpg
tt0072274	Nous sommes tous des voleurs	1974	Crime	Keith Carradine	Shelley Duvall	John Schuck	Robert Altman	/rIQP5PFSVctzlImg42q05fdOTE1.jpg
tt0072281	Les trois mousquetaires	1973	Action	Oliver Reed	Raquel Welch	Richard Chamberlain	Richard Lester	/a2J3FO1f7qvFCP60j4GMv22Pfkv.jpg
tt0072288	Le Canardeur	1974	Action	Clint Eastwood	Jeff Bridges	George Kennedy	Michael Cimino	/530RZ2HsxAgKVO4joNFjAgucbri.jpg
tt0072307	Toute une vie	1974	Drama	Marthe Keller	André Dussollier	Charles Denner	Claude Lelouch	/3TbOqP4weWzXz09By3qQ6oWy4K7.jpg
tt0072308	La tour infernale	1974	Action	Paul Newman	Steve McQueen	William Holden	John Guillermin	/mFM1GbrRrT3DWUFFo8koSITFnYe.jpg
tt0072325	Truck Turner & Cie.	1974	Action	Isaac Hayes	Yaphet Kotto	Alan Weeks	Jonathan Kaplan	/lMB0WY73s8AOns9cUmdAT3USreo.jpg
tt0072353	Les valseuses	1974	Action	Gérard Depardieu	Miou-Miou	Patrick Dewaere	Bertrand Blier	/6yM2ezCCucvHqcysrjP6RerAGMn.jpg
tt0072368	Vincent, François, Paul et les autres...	1974	Drama	Yves Montand	Michel Piccoli	Serge Reggiani	Claude Sautet	/5h12wsaDBxOhtonMHxIdQxoiMeS.jpg
tt0072417	Une femme sous influence	1974	Drama	Gena Rowlands	Peter Falk	Fred Draper	John Cassavetes	/6EJ4JoTxnH1QmGTE9pPzgtW1cLW.jpg
tt0072431	Frankenstein junior	1974	Comedy	Gene Wilder	Madeline Kahn	Marty Feldman	Mel Brooks	/c6335WJCZO8NK5wehHk5sA9Cypv.jpg
tt0072439	La Légende de Zatoïchi : Retour au pays natal	1973	Action	Shintarô Katsu	Yukiyo Toake	Eiji Okada	Kimiyoshi Yasuda	/kJxvpauRjOfHUjQCJIPeQ360J7r.jpg
tt0072443	Le miroir	1975	Biography	Margarita Terekhova	Filipp Yankovskiy	Ignat Daniltsev	Andrei Tarkovsky	/AttDP5OEsMxtHPPN7Z92p2Ntnmd.jpg
tt0072446	La Terre de la grande promesse	1975	Drama	Daniel Olbrychski	Wojciech Pszoniak	Andrzej Seweryn	Andrzej Wajda	/pjk8K5MpQJX0XczTC2KOVWNj0lC.jpg
tt0072601	Actes de Marusia	1975	Drama	Gian Maria Volontè	Diana Bracho	Claudio Obregón	Miguel Littin	/etB3EZK0BnzMiW97XxROYZQmFaz.jpg
tt0072637	Mes chers amis	1975	Comedy	Ugo Tognazzi	Gastone Moschin	Philippe Noiret	Mario Monicelli	/8Pm8SLjq2UHCwisd56ipHtzvZI1.jpg
tt0072684	Barry Lyndon	1975	Adventure	"""Ryan ONeal"""	Marisa Berenson	Patrick Magee	Stanley Kubrick	/3YJEv83HWWgCKezTiQ9LhdR7cFU.jpg
tt0072691	Benilde ou la Vierge Mère	1975	Drama	Maria Amélia Matta	Jorge Rolla	Varela Silva	Manoel de Oliveira	/jW7dRh79GvSQTUJw0EawF0w3zTL.jpg
tt0072777	Chhoti Si Baat	1976	Comedy	Ashok Kumar	Vidya Sinha	Amol Palekar	Basu Chatterjee	/eyBoAbb7FimutcqGAww8w82WmvF.jpg
tt0072782	Chronique des Années de Braise	1975	Drama	Yorgo Voyagis	Mohammed Lakhdar-Hamina	Leila Shenna	Mohammed Lakhdar-Hamina	/dXlTzD5AnDZU8J4iukfzQMKD8IV.jpg
tt0072783	Chupke Chupke	1975	Comedy	Dharmendra	Sharmila Tagore	Amitabh Bachchan	Hrishikesh Mukherjee	/yNZf2yhQE42f3uIcR1IXOiMQ72c.jpg
tt0072820	Cool	1975	Comedy	Glynn Turman	Lawrence Hilton-Jacobs	Garrett Morris	Michael Schultz	/r9Kj0EAqoXK22epzevx4QyXrllM.jpg
tt0072822	Cornbread, Earl and Me	1975	Drama	Moses Gunn	Rosalind Cash	Bernie Casey	Joseph Manduke	/manvBUSZ6PWBOv76dcMI2QKP6M1.jpg
tt0072848	Le Jour du fléau	1975	Drama	Donald Sutherland	Karen Black	Burgess Meredith	John Schlesinger	/m4T7R448djzbDbURK4eQgo5TllF.jpg
tt0072860	Le mur	1975	Action	Amitabh Bachchan	Shashi Kapoor	Nirupa Roy	Yash Chopra	/2raycv4TyvJL5NijzEwW1apQQOA.jpg
tt0072890	Un après-midi de chien	1975	Biography	Al Pacino	John Cazale	Penelope Allen	Sidney Lumet	/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg
